frame,car,motorcycle,bus,truck
1254,3,4,0,1
1255,4,4,0,1
1256,3,4,0,1
1257,3,5,0,1
1258,4,4,0,1
1259,4,6,0,1
1260,4,4,0,1
1261,4,3,0,2
1262,4,4,0,1
1263,4,4,0,1
1264,4,5,0,0
1265,4,4,0,2
1266,4,7,0,0
1267,4,7,1,0
1268,3,5,0,0
1269,4,4,0,0
1270,4,5,0,1
1271,4,4,0,1
1272,4,5,0,1
1273,4,5,0,1
1274,4,5,0,1
1275,4,5,0,1
1276,4,5,0,2
1277,4,6,0,2
1278,4,4,0,2
1279,3,4,0,2
1280,2,4,0,1
1281,3,6,0,2
1282,3,6,0,2
1283,3,5,0,1
1284,2,4,0,1
1285,2,5,0,2
1286,2,5,0,1
1287,2,6,1,1
1288,2,6,0,2
1289,2,5,0,2
1290,3,6,0,2
1291,3,4,0,2
1292,1,5,0,2
1293,1,5,0,1
1294,2,7,0,1
1295,3,5,0,0
1296,3,4,0,0
1297,3,6,1,0
1298,4,6,1,0
1299,3,7,0,0
1300,3,6,0,1
1301,2,7,0,1
1302,2,8,0,1
1303,2,8,0,0
1304,2,5,0,0
1305,3,6,0,0
1306,3,5,0,0
1307,2,6,0,0
1308,1,5,0,0
1309,2,5,0,1
1310,1,6,0,1
1311,1,5,0,1
1312,2,5,0,1
1313,2,5,0,1
1314,2,5,0,1
1315,2,5,0,1
1316,2,7,0,1
1317,0,4,0,0
1318,3,6,0,1
1319,1,8,0,0
1320,1,6,0,0
1321,1,4,0,0
1322,0,6,0,0
1323,0,6,0,0
1324,0,5,0,0
1325,1,6,0,0
1326,1,4,0,0
1327,2,4,0,0
1328,1,4,0,0
1329,1,4,0,1
1330,2,4,1,1
1331,0,3,0,0
1332,2,5,0,0
1333,0,5,0,0
1334,1,4,0,0
1335,2,4,0,0
1336,0,4,0,0
1337,2,4,0,0
1338,1,6,0,0
1339,1,4,0,0
1340,0,4,0,0
1341,1,4,0,1
1342,1,5,0,1
1343,1,5,0,1
1344,1,5,0,0
1345,1,5,0,1
1346,2,5,0,1
1347,2,6,0,4
1348,2,5,0,2
1349,0,4,0,2
1350,1,3,0,1
1351,3,4,0,2
1352,3,5,0,2
1353,4,3,0,1
1354,4,3,0,0
1355,4,3,0,1
1356,3,2,0,3
1357,3,5,0,2
1358,2,5,0,2
1359,2,6,0,2
1360,2,4,0,2
1361,2,5,0,2
1362,1,3,0,2
1363,2,4,0,2
1364,1,4,0,2
1365,1,4,0,2
1366,1,5,0,2
1367,0,2,0,2
1368,1,3,0,2
1369,1,3,0,2
1370,1,1,1,2
1371,2,3,0,3
1372,0,1,0,2
1373,0,1,0,2
1374,0,2,0,2
1375,0,1,0,2
1376,1,3,0,2
1377,0,2,0,1
1378,1,0,0,1
1379,1,0,0,1
1380,1,0,0,2
1381,1,0,0,1
1382,1,0,0,1
1383,1,1,0,1
1384,1,0,0,1
1385,1,0,0,1
1386,1,0,0,1
1387,1,0,0,1
1388,1,1,0,1
1389,3,0,0,1
1390,1,0,0,1
1391,2,1,0,1
1392,2,0,1,1
1393,2,1,1,2
1394,3,0,0,2
1395,5,1,0,2
1396,3,0,0,2
1397,1,0,0,1
1398,4,0,0,2
1399,3,0,0,1
1400,3,0,0,1
1401,3,1,0,3
1402,3,0,0,2
1403,3,0,0,2
1404,4,1,0,4
1405,3,1,0,4
1406,3,2,0,2
1407,4,0,0,3
1408,2,1,0,4
1409,3,1,0,3
1410,4,2,0,3
1411,3,1,0,3
1412,3,1,0,3
1413,4,1,0,2
1414,3,0,0,3
1415,3,0,0,3
1416,3,2,0,2
1417,1,0,0,3
1418,4,0,0,3
1419,3,0,0,3
1420,3,0,0,3
1421,2,0,0,4
1422,2,0,0,4
1423,3,0,0,3
1424,4,0,0,4
1425,3,0,0,4
1426,3,0,0,3
1427,3,0,0,3
1428,3,0,0,3
1429,3,0,0,3
1430,3,0,0,2
1431,3,0,0,4
1432,3,0,0,3
1433,4,0,0,3
1434,3,0,0,3
1435,3,0,0,3
1436,3,0,0,2
1437,4,0,0,3
1438,3,0,0,3
1439,4,0,0,3
1440,4,0,0,3
1441,4,0,0,3
1442,3,0,0,3
1443,2,0,0,4
1444,1,0,0,4
1445,2,0,0,4
1446,2,0,0,2
1447,2,0,0,3
1448,2,0,0,3
1449,2,0,0,4
1450,2,0,0,3
1451,2,0,0,2
1452,3,0,0,2
1453,2,0,0,2
1454,2,0,0,3
1455,2,0,0,2
1456,2,0,0,2
1457,3,0,0,3
1458,2,0,0,2
1459,2,0,0,3
1460,3,0,0,3
1461,2,0,0,4
1462,2,0,0,2
1463,2,0,0,3
1464,3,1,0,2
1465,3,0,0,4
1466,3,1,0,3
1467,3,2,0,3
1468,3,2,0,3
1469,3,2,0,2
1470,3,3,0,1
1471,4,3,0,2
1472,3,1,0,2
1473,3,2,0,2
1474,3,1,0,1
1475,3,1,0,2
1476,3,1,0,1
1477,3,0,0,1
1478,4,1,0,2
1479,4,1,0,1
1480,4,0,0,1
1481,4,1,0,1
1482,4,0,0,1
1483,3,1,0,1
1484,3,2,0,1
1485,3,2,0,1
1486,4,2,0,1
1487,3,3,0,1
1488,5,1,0,2
1489,3,2,0,1
1490,3,2,0,1
1491,3,2,0,1
1492,2,2,0,2
1493,3,2,0,1
1494,4,2,0,1
1495,3,2,0,1
1496,3,2,0,1
1497,5,2,0,1
1498,4,2,0,1
1499,5,2,0,1
1500,4,2,0,1
1501,4,2,0,1
1502,4,1,0,1
1503,3,2,0,1
1504,4,2,0,0
1505,3,2,0,2
1506,2,2,0,1
1507,3,3,0,1
1508,3,2,0,1
1509,2,1,0,1
1510,3,1,0,1
1511,3,1,0,1
1512,3,1,0,1
1513,4,1,0,1
1514,2,1,0,1
1515,3,2,0,1
1516,2,1,0,1
1517,4,1,0,2
1518,4,1,0,2
1519,3,1,0,2
1520,3,0,0,1
1521,3,1,0,2
1522,3,1,0,2
1523,3,2,0,2
1524,3,0,0,1
1525,4,1,0,2
1526,4,1,0,1
1527,4,2,0,2
1528,4,1,0,2
1529,5,2,0,2
1530,3,1,0,3
1531,4,2,0,2
1532,5,0,0,2
1533,5,1,0,1
1534,6,1,0,2
1535,4,0,0,1
1536,4,1,0,0
1537,3,0,0,0
1538,3,0,0,1
1539,2,0,0,0
1540,2,0,0,0
1541,1,0,0,0
1542,3,0,0,0
1543,3,0,0,0
1544,2,0,0,0
1545,1,0,0,1
1546,3,0,0,1
1547,4,0,0,1
1548,4,0,0,1
1549,4,0,0,1
1550,2,0,0,1
1551,1,0,0,2
1552,1,0,0,2
1553,4,0,0,2
1554,3,0,0,2
1555,1,0,0,2
1556,1,0,0,2
1557,4,0,0,2
1558,3,0,0,2
1559,1,0,0,1
1560,3,0,0,0
1561,2,0,0,1
1562,4,0,0,1
1563,3,1,0,0
1564,3,0,0,0
1565,4,1,0,0
1566,2,0,0,0
1567,2,0,0,0
1568,3,0,0,0
1569,3,0,0,0
1570,3,0,0,0
1571,4,0,0,0
1572,3,0,0,0
1573,4,0,0,0
1574,5,0,0,0
1575,4,0,0,0
1576,4,0,0,0
1577,3,0,0,0
1578,3,0,0,0
1579,4,0,0,0
1580,4,0,0,0
1581,4,0,0,0
1582,3,0,0,0
1583,3,0,0,0
1584,3,0,0,0
1585,3,0,0,0
1586,3,0,0,0
1587,3,0,0,0
1588,5,0,0,0
1589,3,0,0,0
1590,3,0,0,0
1591,3,0,0,0
1592,4,0,0,0
1593,4,0,0,0
1594,3,0,0,0
1595,3,0,0,0
1596,4,0,0,0
1597,4,0,0,0
1598,4,0,0,0
1599,3,0,0,0
1600,3,0,0,0
1601,4,0,0,0
1602,5,0,0,0
1603,5,0,0,0
1604,3,0,0,0
1605,7,0,0,0
1606,5,0,0,0
1607,5,0,0,0
1608,4,0,0,0
1609,4,0,0,0
1610,4,0,0,0
1611,7,0,0,0
1612,5,0,0,0
1613,6,0,0,0
1614,4,0,0,0
1615,4,0,0,0
1616,5,1,0,0
1617,5,1,0,0
1618,6,0,0,0
1619,4,2,0,0
1620,4,1,0,1
1621,5,1,0,1
1622,5,1,0,0
1623,4,0,0,1
1624,3,0,0,0
1625,4,0,0,1
1626,4,1,0,1
1627,4,1,0,1
1628,5,0,0,0
1629,4,1,0,0
1630,4,1,0,1
1631,2,1,0,1
1632,2,1,0,0
1633,2,1,0,0
1634,2,1,0,0
1635,2,1,0,1
1636,3,2,0,1
1637,3,1,0,1
1638,2,1,0,0
1639,2,0,0,0
1640,3,0,0,0
1641,2,1,0,0
1642,3,0,0,0
1643,2,1,0,1
1644,3,2,0,1
1645,3,0,0,1
1646,3,1,0,1
1647,3,1,0,1
1648,4,0,0,1
1649,2,0,0,1
1650,1,2,0,0
1651,4,1,0,1
1652,4,1,0,1
1653,5,1,0,1
1654,3,1,0,1
1655,5,1,0,0
1656,5,2,0,0
1657,3,3,0,1
1658,5,3,0,0
1659,5,3,0,0
1660,3,2,0,0
1661,0,0,0,0
1662,6,3,0,0
1663,2,2,0,1
1664,3,2,0,1
1665,4,1,0,1
1666,2,1,0,1
1667,5,1,0,1
1668,3,2,0,1
1669,3,0,0,1
1670,4,0,0,0
1671,4,1,0,0
1672,4,0,0,0
1673,3,1,0,0
1674,4,1,0,0
1675,4,1,0,1
1676,5,1,0,0
1677,4,2,0,1
1678,3,0,0,1
1679,5,0,0,0
1680,5,0,0,1
1681,5,1,0,0
1682,4,0,0,0
1683,4,1,0,0
1684,4,1,0,0
1685,5,2,0,1
1686,5,1,0,0
1687,5,2,0,0
1688,5,2,0,0
1689,5,2,0,0
1690,6,2,0,0
1691,5,0,0,0
1692,6,1,0,0
1693,6,2,0,1
1694,6,2,0,0
1695,5,2,0,1
1696,5,1,0,2
1697,3,0,0,2
1698,6,1,0,0
1699,4,1,0,2
1700,5,1,0,1
1701,2,3,0,2
1702,2,1,0,2
1703,4,1,0,1
1704,2,1,0,1
1705,1,1,0,2
1706,1,0,0,2
1707,1,0,0,1
1708,2,1,0,1
1709,4,2,0,1
1710,5,3,0,1
1711,5,2,0,1
1712,2,2,0,1
1713,0,2,0,1
1714,2,1,0,1
1715,3,2,0,2
1716,2,1,0,2
1717,3,2,0,0
1718,4,2,0,1
1719,6,2,0,0
1720,5,1,0,1
1721,4,1,0,1
1722,3,1,0,1
1723,3,2,0,1
1724,3,1,0,2
1725,3,2,0,1
1726,4,4,0,1
1727,5,3,0,1
1728,5,3,0,1
1729,5,2,0,2
1730,4,1,0,2
1731,4,3,0,1
1732,3,3,0,1
1733,3,1,0,2
1734,4,2,0,2
1735,2,2,0,2
1736,3,1,0,2
1737,2,1,0,1
1738,3,1,0,2
1739,3,1,0,2
1740,3,1,0,2
1741,3,1,0,2
1742,3,1,0,2
1743,3,1,0,2
1744,3,0,0,2
1745,2,0,0,2
1746,2,0,0,2
1747,2,0,0,2
1748,4,0,0,2
1749,3,0,0,2
1750,2,1,0,2
1751,2,0,0,2
1752,5,0,0,2
1753,4,0,0,3
1754,2,0,0,2
1755,2,0,1,2
1756,3,0,0,3
1757,3,0,0,3
1758,3,0,0,3
1759,3,0,0,2
1760,2,0,0,2
1761,3,0,0,2
1762,2,0,0,2
1763,3,0,0,2
1764,3,0,0,2
1765,4,1,0,2
1766,4,0,0,2
1767,4,0,0,2
1768,4,0,0,3
1769,4,1,0,2
1770,4,2,0,2
1771,5,2,0,2
1772,4,1,0,2
1773,4,1,0,2
1774,5,2,0,2
1775,4,1,0,2
1776,4,1,0,2
1777,4,2,0,2
1778,6,2,0,2
1779,3,2,0,2
1780,5,2,0,2
1781,5,2,0,2
1782,5,1,0,3
1783,4,2,0,2
1784,4,1,0,2
1785,3,0,0,2
1786,4,0,0,2
1787,4,0,0,2
1788,3,0,0,2
1789,3,0,0,2
1790,4,0,0,2
1791,5,0,0,2
1792,4,0,0,2
1793,4,0,0,2
1794,5,0,0,2
1795,3,0,0,2
1796,4,0,1,1
1797,4,0,1,2
1798,4,0,1,2
1799,4,0,0,2
1800,2,0,0,2
1801,2,0,0,2
1802,2,0,0,2
1803,2,0,0,2
1804,3,0,1,2
1805,1,0,0,2
1806,2,0,0,2
1807,3,0,0,2
1808,3,0,0,2
1809,3,0,0,2
1810,3,0,0,2
1811,3,0,0,2
1812,3,0,0,2
1813,3,0,1,2
1814,3,0,0,2
1815,3,0,0,2
1816,3,0,0,2
1817,3,0,0,3
1818,2,0,0,2
1819,2,0,0,2
1820,2,0,0,2
1821,2,0,0,2
1822,3,0,0,2
1823,2,0,0,1
1824,2,0,0,1
1825,2,0,0,1
1826,3,0,0,1
1827,2,0,0,1
1828,2,0,0,1
1829,2,0,0,1
1830,2,0,0,1
1831,2,0,0,1
1832,2,0,0,1
1833,3,1,0,1
1834,2,1,0,1
1835,3,0,0,1
1836,4,1,0,1
1837,3,1,0,1
1838,3,1,0,1
1839,3,0,0,1
1840,2,0,0,2
1841,3,0,0,2
1842,3,2,0,2
1843,2,1,0,2
1844,3,1,0,2
1845,3,1,0,2
1846,3,1,0,2
1847,3,1,0,2
1848,3,1,0,2
1849,2,1,0,1
1850,2,1,0,1
1851,2,2,0,1
1852,2,0,0,1
1853,3,0,0,1
1854,4,0,0,1
1855,4,0,0,1
1856,3,1,0,1
1857,5,2,0,1
1858,3,1,0,1
1859,2,1,0,1
1860,3,1,0,1
1861,4,1,0,1
1862,3,2,0,1
1863,2,2,0,2
1864,3,1,0,2
1865,3,2,0,2
1866,3,0,0,1
1867,3,1,0,1
1868,2,2,0,1
1869,2,2,0,2
1870,2,3,0,2
1871,2,1,0,2
1872,2,2,0,2
1873,3,1,0,1
1874,3,1,0,2
1875,3,1,0,2
1876,3,0,0,1
1877,3,1,0,2
1878,3,0,0,1
1879,3,0,0,2
1880,3,0,0,1
1881,3,0,0,1
1882,2,0,0,2
1883,2,0,0,1
1884,2,0,0,1
1885,3,0,0,3
1886,3,0,0,1
1887,3,0,0,2
1888,3,0,0,2
1889,4,0,0,2
1890,5,0,0,2
1891,4,0,0,0
1892,4,0,0,1
1893,4,1,0,3
1894,4,1,0,2
1895,4,0,0,2
1896,3,0,0,1
1897,3,0,0,1
1898,2,0,0,3
1899,2,0,0,2
1900,4,0,0,1
1901,4,0,0,1
1902,3,0,0,2
1903,4,0,0,2
1904,5,0,0,2
1905,6,0,0,1
1906,4,0,0,3
1907,4,0,0,3
1908,3,0,0,4
1909,3,0,0,3
1910,3,0,0,3
1911,5,0,0,2
1912,4,0,0,3
1913,1,1,1,3
1914,1,0,0,3
1915,3,0,0,3
1916,3,0,0,3
1917,4,2,0,3
1918,2,1,0,3
1919,3,1,0,3
1920,3,1,0,3
1921,2,0,0,3
1922,2,1,0,3
1923,2,1,1,3
1924,2,1,1,3
1925,1,1,1,3
1926,4,2,0,3
1927,2,2,0,3
1928,2,2,1,3
1929,2,2,0,3
1930,3,3,0,3
1931,3,2,0,2
1932,3,2,0,2
1933,4,2,0,2
1934,3,3,0,2
1935,3,3,0,3
1936,2,2,0,2
1937,4,1,0,2
1938,4,1,0,2
1939,3,1,0,0
1940,2,2,0,2
1941,3,3,0,1
1942,3,2,0,2
1943,2,2,0,0
1944,2,2,0,2
1945,3,4,1,2
1946,2,2,1,2
1947,3,2,1,2
1948,3,3,1,2
1949,4,3,1,3
1950,3,3,1,2
1951,1,1,0,3
1952,1,2,1,3
1953,1,2,1,3
1954,2,1,1,2
1955,1,1,1,2
1956,1,1,1,2
1957,2,1,1,2
1958,1,1,0,3
1959,1,1,1,1
1960,2,1,1,3
1961,1,1,1,3
1962,0,1,0,3
1963,0,1,1,3
1964,2,2,1,3
1965,1,1,0,3
1966,1,3,0,2
1967,1,1,1,3
1968,2,1,0,3
1969,2,2,0,2
1970,2,1,0,3
1971,1,2,0,3
1972,1,2,0,3
1973,0,0,0,2
1974,1,1,0,3
1975,2,1,0,2
1976,0,2,0,2
1977,1,2,0,2
1978,1,2,0,2
1979,0,2,0,3
1980,1,1,0,3
1981,0,1,0,3
1982,0,1,0,2
1983,1,1,0,3
1984,2,2,0,3
1985,2,2,0,3
1986,5,2,0,2
1987,1,3,0,1
1988,2,2,0,3
1989,1,2,0,3
1990,0,1,0,3
1991,0,4,0,3
1992,0,3,0,3
1993,0,4,0,3
1994,1,2,0,3
1995,2,4,0,3
1996,1,3,0,2
1997,0,2,0,2
1998,1,2,0,3
1999,1,2,0,2
2000,2,3,0,2
2001,1,2,0,3
2002,1,2,0,2
2003,2,3,1,2
2004,1,2,0,2
2005,2,3,0,2
2006,0,2,1,2
2007,0,2,0,2
2008,0,3,0,1
2009,1,2,0,1
2010,0,3,0,2
2011,0,3,0,1
2012,1,3,0,2
2013,2,2,0,3
2014,1,3,0,3
2015,1,3,0,3
2016,1,2,0,1
2017,0,2,0,2
2018,1,2,0,1
2019,1,2,0,1
2020,1,1,0,2
2021,0,1,0,2
2022,0,2,0,3
2023,1,2,0,2
2024,1,3,0,4
2025,0,2,0,4
2026,1,3,0,2
2027,0,1,0,1
2028,0,3,0,2
2029,0,4,0,1
2030,1,2,0,1
2031,1,1,0,1
2032,0,2,0,1
2033,0,1,0,2
2034,0,3,0,1
2035,0,2,0,1
2036,0,2,0,1
2037,0,1,0,2
2038,0,1,0,2
2039,1,1,0,2
2040,1,0,0,1
2041,0,0,0,1
2042,0,1,0,1
2043,1,1,0,1
2044,0,1,0,2
2045,0,2,0,2
2046,0,2,0,3
2047,0,2,0,2
2048,0,3,0,1
2049,0,3,0,3
2050,1,2,0,3
2051,0,2,0,3
2052,0,3,0,1
2053,2,2,0,3
2054,1,3,0,1
2055,1,2,0,3
2056,1,3,0,2
2057,0,2,0,3
2058,0,2,0,2
2059,1,2,0,1
2060,1,2,0,2
2061,1,2,0,3
2062,1,1,0,4
2063,2,1,0,3
2064,1,1,0,3
2065,2,1,0,3
2066,0,1,0,3
2067,1,1,0,2
2068,1,0,0,2
2069,1,0,0,2
2070,1,0,0,2
2071,1,0,0,2
2072,1,0,0,2
2073,1,0,0,2
2074,1,0,0,3
2075,1,0,0,2
2076,1,0,0,3
2077,1,0,0,3
2078,0,0,0,2
2079,0,0,0,3
2080,0,0,0,3
2081,0,0,0,2
2082,0,0,0,2
2083,0,0,0,2
2084,0,0,0,2
2085,0,0,0,2
2086,0,0,0,2
2087,0,0,0,3
2088,0,0,0,3
2089,1,0,0,4
2090,2,0,0,4
2091,0,0,0,3
2092,0,0,0,3
2093,2,0,0,4
2094,1,0,0,4
2095,1,0,0,4
2096,0,0,0,5
2097,0,0,0,4
2098,0,0,0,5
2099,1,0,0,3
2100,2,0,0,3
2101,1,0,0,3
2102,0,0,0,4
2103,0,0,0,4
2104,0,0,0,3
2105,0,0,0,4
2106,0,0,0,3
2107,0,0,0,3
2108,0,0,0,3
2109,0,0,0,4
2110,0,0,0,2
2111,0,0,0,2
2112,0,0,0,3
2113,0,0,0,5
2114,0,0,0,5
2115,0,0,0,4
2116,0,0,0,4
2117,0,0,0,4
2118,0,0,0,3
2119,0,0,0,3
2120,0,0,0,3
2121,0,0,0,2
2122,0,0,0,2
2123,1,0,0,4
2124,0,0,0,4
2125,0,0,0,4
2126,0,0,0,3
2127,0,0,0,3
2128,0,0,0,4
2129,0,0,0,4
2130,0,0,0,4
2131,0,0,0,5
2132,0,0,0,2
2133,0,0,0,3
2134,0,0,0,4
2135,0,0,0,5
2136,0,0,0,5
2137,0,0,0,4
2138,0,0,0,2
2139,0,0,0,1
2140,0,0,0,2
2141,0,0,0,1
2142,0,0,0,3
2143,0,0,0,3
2144,0,0,0,3
2145,0,0,0,2
2146,0,0,0,2
2147,0,0,0,2
2148,0,0,0,2
2149,0,0,0,2
2150,0,0,0,3
2151,0,0,0,2
2152,0,0,0,3
2153,0,0,0,3
2154,0,0,0,2
2155,0,0,0,4
2156,0,0,0,4
2157,0,0,0,4
2158,0,0,0,4
2159,0,0,0,3
2160,0,0,0,3
2161,0,0,0,3
2162,1,0,0,2
2163,0,0,0,3
2164,0,0,0,3
2165,0,0,0,3
2166,0,0,0,3
2167,0,1,0,3
2168,0,1,0,2
2169,0,1,0,3
2170,0,2,0,2
2171,0,0,0,3
2172,0,1,0,3
2173,0,1,0,3
2174,0,1,0,3
2175,0,1,0,2
2176,0,1,0,3
2177,0,1,0,3
2178,0,1,0,3
2179,0,1,0,5
2180,0,1,0,3
2181,0,1,0,3
2182,0,1,0,4
2183,0,1,0,3
2184,0,1,0,3
2185,0,1,0,3
2186,0,1,0,3
2187,0,1,0,3
2188,0,1,0,3
2189,0,1,0,3
2190,0,0,0,3
2191,0,1,0,4
2192,0,1,0,4
2193,0,2,0,4
2194,0,1,0,3
2195,0,2,0,5
2196,0,2,0,3
2197,0,2,0,4
2198,0,1,0,3
2199,0,1,0,4
2200,0,2,0,3
2201,0,1,0,2
2202,0,1,0,3
2203,0,1,0,2
2204,0,1,0,3
2205,0,1,0,3
2206,0,1,0,2
2207,0,1,0,2
2208,0,1,0,2
2209,1,1,0,4
2210,1,1,0,4
2211,1,0,0,4
2212,1,1,0,4
2213,1,2,0,4
2214,1,1,0,4
2215,1,2,0,4
2216,1,2,0,3
2217,1,1,0,3
2218,1,2,0,3
2219,1,1,0,4
2220,1,1,0,5
2221,1,2,0,4
2222,1,1,0,4
2223,1,1,0,4
2224,1,2,0,5
2225,1,4,0,4
2226,1,4,0,2
2227,1,3,0,3
2228,1,2,0,3
2229,1,1,0,2
2230,1,1,0,2
2231,1,1,0,3
2232,1,2,0,2
2233,1,1,0,3
2234,1,2,0,3
2235,1,1,0,3
2236,1,2,0,4
2237,1,3,0,4
2238,1,3,0,4
2239,1,2,0,4
2240,1,2,0,4
2241,1,2,0,4
2242,1,2,0,4
2243,1,2,0,4
2244,1,4,0,4
2245,1,2,0,3
2246,1,2,0,3
2247,1,3,0,3
2248,1,2,0,3
2249,1,2,0,3
2250,1,2,0,3
2251,1,2,0,3
2252,1,2,0,3
2253,1,2,0,3
2254,1,2,0,3
2255,1,2,0,3
2256,1,1,0,4
2257,1,1,0,4
2258,1,1,0,2
2259,1,1,0,3
2260,1,1,0,2
2261,1,1,0,3
2262,1,1,0,2
2263,1,1,0,3
2264,1,1,0,3
2265,1,1,0,2
2266,1,1,0,2
2267,1,1,0,2
2268,0,1,0,2
2269,0,1,0,2
2270,0,1,0,2
2271,0,1,0,2
2272,0,1,0,2
2273,0,1,0,2
2274,0,1,0,2
2275,0,1,0,3
2276,0,1,0,3
2277,0,1,0,2
2278,0,1,0,2
2279,0,1,0,3
2280,0,0,0,3
2281,0,1,0,3
2282,0,1,0,3
2283,0,1,0,3
2284,0,1,0,2
2285,0,1,0,3
2286,0,1,0,2
2287,0,1,0,2
2288,0,1,0,3
2289,0,1,0,2
2290,0,1,0,2
2291,0,1,0,2
2292,0,1,0,3
2293,0,1,0,3
2294,0,1,0,2
2295,0,1,0,2
2296,0,1,0,2
2297,0,1,0,2
2298,0,1,0,2
2299,0,1,0,2
2300,0,1,0,2
2301,0,1,0,3
2302,0,1,0,3
2303,0,1,0,2
2304,0,1,0,2
2305,0,0,0,2
2306,0,0,0,3
2307,0,0,0,2
2308,0,0,0,2
2309,0,0,0,2
2310,0,0,0,2
2311,0,0,0,2
2312,0,0,0,3
2313,0,0,0,2
2314,0,0,0,2
2315,0,0,0,2
2316,0,0,0,3
2317,0,0,0,2
2318,0,0,0,2
2319,0,0,0,2
2320,0,0,0,2
2321,0,0,0,2
2322,0,0,0,2
2323,0,0,0,2
2324,0,0,0,2
2325,0,0,0,2
2326,0,0,0,2
2327,0,0,0,2
2328,0,0,0,2
2329,0,0,0,2
2330,0,0,0,2
2331,0,0,0,2
2332,0,0,0,2
2333,0,0,0,2
2334,0,0,0,2
2335,0,0,0,2
2336,0,0,0,2
2337,0,0,0,2
2338,0,0,0,2
2339,0,0,0,2
2340,0,0,0,2
2341,0,0,0,2
2342,0,0,0,2
2343,0,0,0,2
2344,0,0,0,2
2345,0,0,0,2
2346,0,0,0,2
2347,0,2,0,2
2348,0,1,0,2
2349,0,1,0,2
2350,0,1,0,2
2351,0,1,0,2
2352,0,1,0,2
2353,0,1,0,2
2354,0,1,0,2
2355,0,1,0,2
2356,0,0,0,2
2357,0,1,0,2
2358,0,1,0,2
2359,0,1,0,2
2360,0,0,0,2
2361,0,0,0,2
2362,0,0,0,2
2363,0,0,0,2
2364,0,0,0,2
2365,0,0,0,2
2366,0,0,0,2
2367,0,0,0,2
2368,0,0,0,2
2369,0,0,0,2
2370,0,0,0,2
2371,0,0,0,2
2372,0,0,0,2
2373,0,0,0,2
2374,0,0,0,2
2375,0,0,0,2
2376,0,0,0,2
2377,0,0,0,2
2378,0,0,0,2
2379,0,0,0,2
2380,0,0,0,2
2381,0,0,0,2
2382,0,0,0,2
2383,0,0,0,2
2384,0,0,0,2
2385,0,0,0,2
2386,0,0,0,2
2387,0,0,0,2
2388,0,0,0,2
2389,0,0,0,2
2390,0,0,0,2
2391,0,0,0,2
2392,0,0,0,2
2393,0,0,0,2
2394,0,0,0,2
2395,0,0,0,2
2396,0,0,0,2
2397,0,0,0,2
2398,0,0,0,2
2399,0,0,0,2
2400,0,0,0,2
2401,0,0,0,2
2402,0,0,0,2
2403,0,0,0,1
2404,0,0,0,1
2405,0,0,0,1
2406,0,0,0,1
2407,0,0,0,2
2408,0,0,0,2
2409,0,0,0,2
2410,0,0,0,2
2411,0,0,0,2
2412,0,0,0,2
2413,0,0,0,2
2414,0,0,0,2
2415,0,0,0,2
2416,0,0,0,2
2417,0,0,0,2
2418,0,0,0,2
2419,0,0,0,2
2420,0,0,0,2
2421,0,0,0,1
2422,0,0,0,1
2423,0,0,0,1
2424,0,0,0,1
