frame,car,motorcycle,bus,truck
3596,2,4,0,1
3597,1,2,0,1
3598,3,3,0,1
3599,4,3,0,1
3600,3,3,0,1
3601,2,3,0,0
3602,1,3,0,0
3603,2,4,0,0
3604,2,3,0,0
3605,2,3,0,0
3606,2,3,0,0
3607,2,3,0,0
3608,2,3,0,0
3609,1,3,0,0
3610,1,3,0,0
3611,0,4,0,0
3612,2,3,0,0
3613,0,3,0,1
3614,1,3,0,1
3615,1,3,0,0
3616,0,4,0,0
3617,2,4,0,0
3618,1,4,0,0
3619,0,4,0,0
3620,1,4,0,0
3621,2,3,0,1
3622,1,3,0,0
3623,1,3,0,1
3624,1,3,0,1
3625,0,3,0,1
3626,0,5,0,1
3627,1,4,0,0
3628,1,2,0,0
3629,0,2,0,0
3630,1,3,0,0
3631,2,3,0,0
3632,1,3,0,0
3633,0,5,0,0
3634,0,2,0,0
3635,0,2,0,0
3636,0,3,0,0
3637,0,3,0,0
3638,0,3,0,0
3639,0,2,0,0
3640,1,2,0,0
3641,1,2,0,0
3642,1,3,0,0
3643,1,2,0,0
3644,1,2,0,0
3645,2,2,0,0
3646,2,2,0,0
3647,2,2,0,0
3648,1,2,0,0
3649,1,2,0,0
3650,1,2,0,0
3651,2,2,0,0
3652,1,2,0,0
3653,1,1,0,0
3654,1,2,0,0
3655,3,3,0,0
3656,1,2,0,0
3657,2,2,0,0
3658,1,2,0,0
3659,1,2,0,0
3660,1,2,0,0
3661,1,2,0,0
3662,1,2,0,0
3663,1,2,0,0
3664,1,2,0,0
3665,1,2,0,0
3666,1,2,0,0
3667,1,2,0,0
3668,0,2,0,0
3669,1,2,0,0
3670,1,2,0,0
3671,2,2,0,0
3672,2,2,0,0
3673,1,2,0,0
3674,1,2,0,0
3675,1,2,0,0
3676,1,2,0,0
3677,1,1,0,0
3678,1,1,0,0
3679,1,2,0,0
3680,1,1,0,0
3681,1,1,0,0
3682,1,1,0,0
3683,1,1,0,0
3684,1,1,0,0
3685,1,1,0,0
3686,1,1,0,0
3687,1,1,0,0
3688,1,1,0,0
3689,1,1,0,0
3690,0,1,0,0
3691,1,1,0,0
3692,1,2,0,0
3693,1,2,0,0
3694,1,3,0,0
3695,1,2,0,0
3696,1,2,0,0
3697,1,3,0,0
3698,1,2,0,0
3699,1,2,0,0
3700,1,2,0,0
3701,0,3,0,0
3702,0,3,0,0
3703,0,2,0,0
3704,0,2,0,0
3705,0,2,0,0
3706,0,2,0,0
3707,0,2,0,0
3708,0,2,0,0
3709,0,3,0,0
3710,0,2,0,0
3711,0,3,0,0
3712,0,3,0,0
3713,0,3,0,0
3714,0,2,0,0
3715,0,2,0,0
3716,0,2,0,0
3717,0,1,0,0
3718,0,2,0,0
3719,0,2,0,0
3720,0,1,0,0
3721,0,2,0,0
3722,0,1,0,0
3723,0,1,0,0
3724,0,1,0,0
3725,0,1,0,0
3726,0,1,0,0
3727,0,1,0,0
3728,0,2,0,0
3729,0,1,0,0
3730,0,2,0,0
3731,0,2,0,0
3732,0,1,0,0
3733,0,1,0,0
3734,0,1,0,0
3735,0,2,0,0
3736,0,1,0,0
3737,0,1,0,0
3738,0,1,0,0
3739,0,2,0,0
3740,0,1,0,0
3741,0,1,0,0
3742,0,1,0,0
3743,0,1,0,0
3744,0,1,0,0
3745,0,1,0,0
3746,0,1,0,0
3747,0,1,0,0
3748,0,1,0,0
3749,0,1,0,0
3750,0,1,0,0
3751,2,1,0,0
3752,1,1,0,0
3753,1,2,0,0
3754,1,1,0,0
3755,2,1,0,0
3756,1,1,0,0
3757,2,1,0,0
3758,1,1,0,0
3759,1,1,0,0
3760,2,2,0,0
3761,1,1,0,0
3762,1,1,0,0
3763,1,1,0,0
3764,1,1,0,0
3765,2,1,0,0
3766,1,1,0,0
3767,2,1,0,0
3768,0,1,0,0
3769,1,2,0,0
3770,3,3,0,0
3771,3,2,0,0
3772,2,2,0,0
3773,0,1,0,0
3774,2,3,0,0
3775,4,2,0,0
3776,1,2,0,0
3777,2,1,0,0
3778,5,1,0,0
3779,3,2,0,0
3780,3,2,0,0
3781,4,2,0,0
3782,3,1,0,0
3783,1,1,0,0
3784,2,1,0,0
3785,4,1,0,0
3786,3,1,0,0
3787,2,1,0,0
3788,2,1,0,0
3789,2,1,0,0
3790,1,1,0,0
3791,2,1,0,0
3792,2,1,0,0
3793,2,1,0,0
3794,2,1,0,0
3795,3,1,0,0
3796,3,1,0,0
3797,3,1,0,0
3798,3,1,0,0
3799,3,1,0,0
3800,3,1,0,0
3801,2,1,0,0
3802,0,1,0,0
3803,1,1,0,0
3804,1,1,0,0
3805,2,1,0,0
3806,2,1,0,0
3807,2,1,0,0
3808,2,1,0,0
3809,2,1,0,0
3810,1,1,0,0
3811,2,1,0,0
3812,2,1,0,0
3813,2,1,0,0
3814,2,2,0,0
3815,2,2,0,0
3816,3,1,0,0
3817,3,1,0,0
3818,3,2,0,0
3819,4,1,0,0
3820,2,2,0,0
3821,2,1,0,0
3822,2,1,0,0
3823,2,1,0,0
3824,3,1,0,0
3825,3,2,0,0
3826,3,1,0,0
3827,2,1,0,0
3828,2,1,0,0
3829,2,1,0,0
3830,1,1,0,0
3831,2,2,0,0
3832,2,2,0,0
3833,2,2,0,0
3834,2,1,0,0
3835,2,2,0,0
3836,1,2,0,1
3837,2,1,0,1
3838,2,1,0,0
3839,2,1,0,0
3840,2,2,0,0
3841,2,2,0,0
3842,2,1,0,1
3843,3,1,0,1
3844,2,1,0,1
3845,3,1,0,1
3846,2,1,0,1
3847,3,1,0,1
3848,1,1,0,1
3849,2,1,0,1
3850,2,1,0,1
3851,0,1,0,1
3852,1,1,0,1
3853,2,1,0,1
3854,2,1,0,1
3855,4,1,0,1
3856,4,1,0,1
3857,3,1,0,1
3858,4,1,0,1
3859,2,1,0,1
3860,3,1,0,1
3861,2,0,0,1
3862,2,0,0,1
3863,2,0,0,1
3864,3,0,0,1
3865,2,0,0,1
3866,2,0,0,1
3867,2,0,0,1
3868,3,0,0,1
3869,3,0,0,1
3870,3,0,0,1
3871,3,0,0,1
3872,3,0,0,1
3873,2,0,0,1
3874,4,0,0,1
3875,4,0,0,1
3876,4,0,0,2
3877,3,0,0,1
3878,3,0,0,0
3879,3,0,0,1
3880,3,0,0,1
3881,3,0,0,2
3882,3,0,0,2
3883,4,0,0,2
3884,2,0,0,2
3885,2,0,0,2
3886,1,0,0,2
3887,1,0,0,2
3888,2,0,0,2
3889,0,0,0,2
3890,0,0,0,2
3891,0,0,0,2
3892,1,0,0,2
3893,1,0,0,2
3894,0,0,0,2
3895,0,0,0,2
3896,0,0,0,2
3897,0,0,0,2
3898,0,0,0,2
3899,0,0,0,2
3900,0,0,0,2
3901,0,0,0,2
3902,0,0,0,2
3903,0,0,0,2
3904,0,0,0,3
3905,0,0,0,2
3906,0,0,0,2
3907,0,0,0,2
3908,0,0,0,2
3909,0,0,0,2
3910,0,0,0,2
3911,0,0,0,3
3912,0,0,0,2
3913,1,0,0,2
3914,0,0,0,2
3915,1,0,0,2
3916,0,0,0,2
3917,0,0,0,2
3918,0,0,0,3
3919,0,0,0,3
3920,0,0,0,4
3921,1,0,0,3
3922,0,0,0,1
3923,0,1,0,2
3924,1,1,0,1
3925,0,0,0,3
3926,0,0,0,3
3927,1,1,0,3
3928,2,0,0,3
3929,0,1,0,3
3930,1,1,0,2
3931,1,1,0,2
3932,1,1,0,3
3933,1,1,0,3
3934,1,1,0,3
3935,1,1,0,3
3936,1,1,0,3
3937,1,1,0,2
3938,1,1,0,3
3939,1,1,0,3
3940,1,1,0,2
3941,1,1,0,3
3942,0,1,0,4
3943,2,1,0,4
3944,1,2,0,3
3945,1,1,0,3
3946,1,1,0,3
3947,1,1,0,3
3948,1,1,0,3
3949,1,1,0,3
3950,2,1,0,3
3951,4,1,0,3
3952,3,2,0,2
3953,2,1,0,3
3954,2,0,0,3
3955,2,0,0,3
3956,2,0,0,1
3957,2,0,0,2
3958,0,0,0,3
3959,1,0,0,3
3960,2,0,0,3
3961,1,0,0,2
3962,1,0,0,1
3963,1,0,0,2
3964,1,0,0,3
3965,1,0,0,2
3966,1,0,0,2
3967,2,0,0,2
3968,1,0,0,3
3969,1,0,0,3
3970,2,0,0,2
3971,1,0,0,3
3972,2,0,0,3
3973,2,0,0,2
3974,1,0,0,2
3975,1,0,0,3
3976,2,0,0,3
3977,2,0,0,1
3978,3,0,0,2
3979,3,0,0,2
3980,3,0,0,2
3981,3,0,0,3
3982,3,0,0,2
3983,2,0,0,2
3984,2,0,0,2
3985,3,0,0,1
3986,2,0,0,2
3987,2,0,0,3
3988,2,0,0,2
3989,1,0,0,1
3990,3,0,0,2
3991,2,0,0,3
3992,3,0,0,3
3993,3,0,0,2
3994,2,1,0,3
3995,1,1,0,3
3996,2,0,0,3
3997,3,0,0,3
3998,2,0,0,3
3999,2,0,0,3
4000,2,0,0,3
4001,2,1,0,3
4002,2,0,0,2
4003,2,0,0,2
4004,2,0,0,3
4005,4,0,0,3
4006,3,3,0,2
4007,3,2,0,1
4008,3,3,0,3
4009,3,3,0,3
4010,2,2,0,4
4011,2,1,0,3
4012,3,1,0,3
4013,2,3,0,4
4014,2,5,0,3
4015,2,4,0,3
4016,2,2,0,2
4017,2,3,0,3
4018,1,5,0,2
4019,2,3,0,2
4020,4,2,0,2
4021,2,2,0,3
4022,2,4,0,2
4023,2,3,0,0
4024,2,2,0,1
4025,2,2,0,1
4026,2,2,0,3
4027,4,2,0,3
4028,3,2,0,1
4029,1,3,0,3
4030,3,3,0,1
4031,1,2,0,2
4032,3,3,0,0
4033,2,2,0,1
4034,3,4,0,0
4035,2,3,0,1
4036,2,3,0,0
4037,1,3,0,2
4038,2,3,0,0
4039,1,2,0,0
4040,1,3,0,0
4041,2,2,0,2
4042,2,3,0,0
4043,2,2,0,0
4044,2,3,0,0
4045,2,3,0,2
4046,1,3,0,3
4047,1,4,0,1
4048,2,3,0,0
4049,3,3,0,1
4050,3,3,0,1
4051,3,3,0,1
4052,3,4,0,1
4053,3,3,0,1
4054,2,4,0,1
4055,3,4,0,1
4056,1,5,0,1
4057,1,4,0,1
4058,2,4,0,1
4059,2,5,0,1
4060,1,5,0,1
4061,1,5,0,1
4062,1,3,0,1
4063,1,3,0,1
4064,1,4,0,1
4065,1,4,0,1
4066,1,3,0,2
4067,0,2,0,1
4068,1,2,0,1
4069,1,2,0,1
4070,1,2,0,1
4071,0,2,0,1
4072,3,2,0,1
4073,1,2,0,1
4074,1,2,0,1
4075,1,2,0,1
4076,2,2,0,1
4077,2,2,0,1
4078,4,2,0,2
4079,3,3,0,1
4080,3,2,0,1
4081,3,2,0,1
4082,4,2,0,1
4083,3,2,0,2
4084,3,2,0,2
4085,2,2,0,2
4086,2,2,0,2
4087,1,3,0,2
4088,1,3,0,2
4089,1,2,0,2
4090,2,1,0,2
4091,1,2,0,3
4092,1,2,0,2
4093,2,2,0,2
4094,2,2,0,2
4095,1,3,0,3
4096,2,2,0,3
4097,1,2,0,2
4098,2,3,0,3
4099,2,2,0,4
4100,3,2,0,3
4101,1,2,0,2
4102,3,1,0,3
4103,4,2,0,2
4104,2,2,0,2
4105,2,3,0,2
4106,3,2,0,2
4107,3,3,0,2
4108,2,1,0,2
4109,2,1,0,2
4110,2,1,0,2
4111,2,1,0,3
4112,2,2,0,3
4113,2,1,0,3
4114,2,1,0,3
4115,3,1,0,3
4116,2,1,0,3
4117,3,1,0,3
4118,3,1,0,3
4119,2,1,0,3
4120,3,1,0,4
4121,2,1,0,3
4122,2,1,1,3
4123,2,2,0,3
4124,3,1,0,3
4125,3,1,0,3
4126,4,2,0,3
4127,3,1,0,3
4128,3,2,0,3
4129,2,1,0,3
4130,3,1,0,2
4131,3,2,0,2
4132,4,3,0,2
4133,3,2,0,2
4134,4,3,0,2
4135,3,2,0,2
4136,2,2,0,2
4137,0,2,0,3
4138,0,2,0,2
4139,0,3,0,2
4140,2,3,0,2
4141,0,3,0,2
4142,1,3,0,2
4143,0,3,0,2
4144,0,3,0,2
4145,1,4,0,2
4146,2,3,0,2
4147,4,3,0,2
4148,1,3,0,2
4149,2,4,0,2
4150,3,3,0,2
4151,0,3,0,2
4152,0,4,0,3
4153,2,3,0,2
4154,1,3,0,2
4155,1,2,0,2
4156,1,2,0,2
4157,3,2,0,2
4158,3,2,0,2
4159,3,2,0,1
4160,2,2,0,2
4161,1,2,0,2
4162,2,2,0,2
4163,2,2,0,2
4164,2,2,0,2
4165,2,2,0,2
4166,3,2,0,2
4167,1,2,0,3
4168,2,2,0,2
4169,1,2,0,1
4170,1,2,0,1
4171,1,2,0,2
4172,1,2,0,1
4173,1,2,0,1
4174,3,2,0,1
4175,2,3,0,1
4176,2,3,0,1
4177,3,3,0,1
4178,3,2,0,1
4179,3,2,0,2
4180,3,3,0,2
4181,3,2,0,1
4182,3,2,0,3
4183,3,2,0,1
4184,2,3,0,1
4185,2,2,0,1
4186,2,2,0,1
4187,2,1,0,2
4188,3,1,0,2
4189,3,1,0,2
4190,3,1,0,2
4191,2,2,0,2
4192,3,2,0,3
4193,2,2,0,2
4194,2,2,0,2
4195,2,2,0,4
4196,2,2,0,3
4197,2,2,0,2
4198,3,2,0,2
4199,3,1,0,2
4200,4,2,0,2
4201,4,2,0,2
4202,3,2,0,3
4203,3,2,0,2
4204,2,1,0,3
4205,1,1,0,3
4206,3,1,0,2
4207,3,2,0,3
4208,3,2,0,3
4209,3,1,0,2
4210,1,0,0,3
4211,2,1,0,2
4212,1,0,0,2
4213,1,1,0,2
4214,2,2,0,2
4215,1,1,0,2
4216,3,1,0,3
4217,2,2,0,3
4218,1,2,0,3
4219,3,2,0,2
4220,4,1,0,2
4221,2,1,0,3
4222,2,1,0,2
4223,1,2,0,3
4224,2,1,0,3
4225,2,1,0,2
4226,4,2,0,2
4227,2,1,0,3
4228,3,2,0,2
4229,3,1,0,2
4230,2,2,0,3
4231,3,2,0,2
4232,2,1,0,3
4233,1,1,0,3
4234,3,1,0,2
4235,3,2,0,3
4236,3,1,0,2
4237,3,1,0,2
4238,3,2,0,2
4239,2,1,0,2
4240,4,2,0,2
4241,2,2,0,4
4242,2,2,0,3
4243,1,1,0,3
4244,3,1,0,2
4245,4,1,0,3
4246,2,1,0,3
4247,3,1,0,3
4248,2,1,0,1
4249,3,1,0,4
4250,1,1,0,3
4251,3,2,1,3
4252,2,1,0,3
4253,4,1,0,3
4254,4,2,0,3
4255,5,1,0,1
4256,4,1,0,3
4257,2,1,0,3
4258,1,2,1,2
4259,4,1,0,4
4260,5,1,0,2
4261,5,2,0,2
4262,4,2,0,3
4263,5,1,0,3
4264,4,1,0,3
4265,4,2,0,0
4266,3,2,0,0
4267,5,1,0,0
4268,6,1,0,1
4269,4,1,0,0
4270,4,1,0,1
4271,4,1,0,1
4272,5,1,0,1
4273,3,1,0,4
4274,4,1,0,2
4275,5,1,0,1
4276,2,1,0,1
4277,3,1,0,1
4278,3,1,0,1
4279,1,1,0,2
4280,1,1,0,2
4281,0,1,0,2
4282,0,1,0,1
4283,0,1,0,3
4284,0,1,0,3
4285,1,2,0,3
4286,1,1,0,2
4287,2,2,0,3
4288,1,3,1,3
4289,2,3,0,2
4290,2,3,0,1
4291,1,2,0,2
4292,3,2,0,1
4293,1,2,0,1
4294,0,2,0,2
4295,1,3,0,3
4296,2,2,0,1
4297,4,2,0,2
4298,4,2,0,2
4299,4,2,0,1
4300,4,2,0,1
4301,3,2,0,2
4302,4,2,1,2
4303,3,2,1,1
4304,3,2,0,1
4305,2,2,0,2
4306,3,2,0,1
4307,3,2,0,1
4308,2,2,0,1
4309,4,2,0,2
4310,2,2,0,2
4311,2,2,0,2
4312,2,2,0,2
4313,2,2,0,1
4314,3,2,0,1
4315,4,2,0,1
4316,3,2,0,1
4317,4,2,0,2
4318,3,2,0,3
4319,2,3,0,3
4320,4,3,0,2
4321,3,2,0,3
4322,4,2,0,2
4323,5,5,0,2
4324,5,1,0,3
4325,5,2,0,3
4326,4,2,0,2
4327,3,2,0,1
4328,3,3,0,3
4329,5,3,0,3
4330,3,3,0,2
4331,3,3,0,2
4332,3,2,0,2
4333,2,2,0,3
4334,2,1,0,3
4335,1,1,0,4
4336,3,1,0,3
4337,2,1,0,3
4338,2,1,0,3
4339,3,1,0,4
4340,1,1,0,3
4341,2,1,0,4
4342,1,1,0,4
4343,2,2,0,2
4344,3,2,0,3
4345,2,1,0,2
4346,4,2,0,2
4347,1,2,0,3
4348,1,2,0,2
4349,1,2,0,3
4350,2,2,0,3
4351,2,2,0,3
4352,2,2,0,4
4353,3,2,0,3
4354,3,2,0,2
4355,2,2,0,3
4356,4,1,0,3
4357,4,2,0,3
4358,3,2,0,3
4359,2,2,0,3
4360,3,2,0,4
4361,4,2,0,3
4362,2,2,0,6
4363,4,2,1,3
4364,4,1,0,4
4365,4,2,0,2
4366,4,2,0,3
4367,5,2,0,1
4368,5,0,0,2
4369,5,0,0,3
4370,3,0,0,3
4371,4,0,0,3
4372,3,1,0,2
4373,3,0,0,2
4374,3,0,0,1
4375,3,0,0,2
4376,4,0,0,1
4377,4,0,0,2
4378,5,0,0,2
4379,3,0,0,3
4380,4,0,0,3
4381,3,0,0,2
4382,3,0,0,3
4383,4,0,0,2
4384,3,0,0,2
4385,3,1,0,1
4386,3,0,0,2
4387,4,2,0,4
4388,5,1,0,4
4389,3,3,0,3
4390,3,3,0,2
4391,4,2,0,1
4392,3,2,0,2
4393,3,1,0,4
4394,4,2,0,2
4395,4,1,0,4
4396,4,2,0,5
4397,5,2,0,2
4398,5,3,0,4
4399,6,1,0,2
4400,6,0,0,4
4401,2,1,0,1
4402,4,1,0,1
4403,1,1,0,3
4404,1,1,0,3
4405,1,1,0,3
4406,1,1,0,3
4407,2,1,0,4
4408,1,1,0,2
4409,1,0,0,2
4410,0,1,0,3
4411,3,0,0,4
4412,3,1,0,4
4413,1,0,0,5
4414,1,0,0,5
4415,1,1,0,3
4416,2,1,0,4
4417,1,1,1,3
4418,1,1,0,3
4419,2,0,0,3
4420,1,1,0,3
4421,2,0,1,2
4422,1,1,0,2
4423,2,0,0,2
4424,0,0,0,3
4425,0,1,0,3
4426,0,1,1,4
4427,1,1,0,3
4428,2,0,0,3
4429,2,1,0,3
4430,1,1,0,3
4431,1,1,0,3
4432,1,0,0,3
4433,0,0,0,4
4434,0,0,0,3
4435,0,1,0,3
4436,1,1,0,3
4437,1,1,0,3
4438,1,1,0,4
4439,1,1,0,3
4440,1,1,0,3
4441,0,1,0,3
4442,0,1,0,4
4443,0,1,0,3
4444,0,0,0,3
4445,1,1,0,2
4446,1,1,0,3
4447,2,1,0,2
4448,1,1,0,2
4449,0,0,0,3
4450,0,1,0,3
4451,2,1,0,2
4452,1,1,0,3
4453,0,1,0,2
4454,1,1,0,2
4455,0,1,0,2
4456,2,2,0,1
4457,0,2,0,2
4458,1,2,0,3
4459,1,2,0,2
4460,1,3,0,2
4461,1,3,0,1
4462,0,2,0,2
4463,1,3,0,2
4464,0,2,0,2
4465,0,2,0,1
4466,0,1,0,1
4467,0,1,0,2
4468,0,2,0,1
4469,0,1,0,1
4470,0,2,1,2
4471,0,1,1,3
4472,0,2,0,2
4473,0,2,0,1
4474,0,1,0,1
4475,0,1,0,1
4476,0,1,0,2
4477,0,2,0,1
4478,0,1,0,2
4479,0,1,0,2
4480,0,2,0,1
4481,0,1,0,2
4482,0,1,1,2
4483,0,1,0,1
4484,0,1,0,1
4485,0,1,1,2
4486,0,1,0,2
4487,0,1,1,1
4488,0,1,1,2
4489,0,1,1,2
4490,0,1,1,2
4491,0,1,0,2
4492,0,1,1,2
4493,0,1,1,1
4494,0,1,0,1
4495,1,1,1,0
4496,0,2,1,1
4497,0,2,1,1
4498,0,1,1,0
4499,0,1,1,1
4500,0,1,1,0
4501,0,1,1,0
4502,0,1,1,0
4503,0,2,1,0
4504,0,1,1,0
4505,0,2,1,0
4506,0,1,1,0
4507,0,2,1,0
4508,0,2,1,0
4509,0,2,1,0
4510,0,2,1,0
4511,0,2,1,0
4512,0,3,1,0
4513,0,2,1,0
4514,0,2,1,0
4515,0,2,1,0
4516,0,2,1,0
4517,0,3,1,0
4518,0,4,1,0
4519,0,4,1,0
4520,0,5,1,0
4521,0,4,1,0
4522,1,4,1,1
4523,0,4,1,0
4524,0,3,1,0
4525,0,4,1,0
4526,0,2,2,0
4527,0,4,1,0
4528,0,2,1,0
4529,0,2,2,0
4530,1,3,2,0
4531,0,3,1,0
4532,1,4,1,1
4533,0,3,1,1
4534,0,3,1,0
4535,0,3,1,0
4536,0,3,2,0
4537,0,4,1,0
4538,0,4,1,0
4539,1,3,1,0
4540,2,2,1,0
4541,1,4,1,0
4542,1,1,1,0
4543,1,0,1,0
4544,2,0,1,0
4545,1,0,1,0
4546,1,1,1,0
4547,1,1,1,0
4548,2,1,1,0
4549,2,1,1,0
4550,1,1,1,0
4551,2,1,1,0
4552,3,1,1,1
4553,2,1,1,1
4554,2,1,1,1
4555,2,0,1,1
4556,2,1,1,1
4557,2,1,1,1
4558,2,1,1,1
4559,2,1,1,0
4560,1,2,1,0
4561,1,2,1,0
4562,2,2,1,1
4563,2,1,1,0
4564,2,2,1,0
4565,2,2,1,0
4566,2,2,1,0
4567,2,2,1,0
4568,2,2,1,0
4569,3,1,1,0
4570,3,3,2,0
4571,3,0,1,0
4572,3,1,1,0
4573,2,2,1,1
4574,2,1,1,1
4575,2,2,1,1
4576,2,1,2,1
4577,2,1,1,1
4578,2,1,1,0
4579,2,1,1,0
4580,2,1,1,1
4581,3,1,1,0
4582,3,2,1,0
4583,3,1,1,1
4584,3,1,1,1
4585,3,1,1,1
4586,2,1,1,1
4587,3,2,1,1
4588,2,1,1,1
4589,3,1,1,1
4590,3,1,1,1
4591,4,1,1,0
4592,2,2,1,2
4593,4,1,1,0
4594,4,2,1,1
4595,4,1,1,1
4596,2,1,1,2
4597,5,1,1,2
4598,3,1,1,1
4599,2,1,1,1
4600,1,1,1,1
4601,2,1,1,1
4602,4,2,0,2
4603,4,1,1,1
4604,5,1,0,2
4605,5,1,0,2
4606,4,1,0,1
4607,3,1,0,1
4608,5,1,0,0
4609,4,1,0,1
4610,4,1,0,0
4611,4,1,0,0
4612,4,1,0,1
4613,5,1,0,1
4614,4,1,0,1
4615,2,1,0,1
4616,1,1,0,1
4617,2,1,0,1
4618,3,1,0,1
4619,2,0,0,1
4620,1,0,0,1
4621,0,0,0,1
4622,1,0,0,1
4623,0,0,0,1
4624,1,0,0,1
4625,3,0,0,1
4626,3,0,0,1
4627,1,0,0,1
4628,1,0,0,1
4629,1,0,0,1
4630,1,0,0,1
4631,2,0,0,1
4632,2,0,0,1
4633,2,0,0,1
4634,2,0,0,1
4635,1,0,0,1
4636,1,0,0,1
4637,1,0,0,2
4638,1,0,0,1
4639,1,0,0,1
4640,1,0,0,2
4641,2,0,0,2
4642,1,0,0,1
4643,1,0,0,1
4644,1,0,0,2
4645,1,0,0,1
4646,2,0,0,1
4647,2,0,0,1
4648,2,0,0,0
4649,1,0,0,1
4650,0,0,0,0
4651,1,0,0,0
4652,1,0,0,0
4653,1,0,0,0
4654,0,0,0,0
4655,0,0,0,0
4656,1,0,0,0
4657,1,0,0,0
4658,1,0,0,0
4659,1,0,0,0
4660,1,0,0,0
4661,1,0,0,0
4662,1,0,0,0
4663,0,0,0,0
4664,0,0,0,0
4665,2,0,0,0
4666,0,0,0,0
4667,1,0,0,0
4668,1,0,0,0
4669,1,0,0,0
4670,1,0,0,0
4671,0,0,0,0
4672,0,0,0,0
4673,1,0,0,0
4674,1,0,0,0
4675,2,0,0,0
4676,3,0,0,0
4677,1,0,0,0
4678,1,0,0,0
4679,1,0,0,0
4680,1,0,0,0
4681,1,0,0,0
4682,1,0,0,0
4683,2,0,0,0
4684,1,0,0,0
4685,2,0,0,0
4686,2,0,0,0
4687,1,0,0,0
4688,1,0,0,0
4689,1,0,0,0
4690,1,0,0,0
4691,3,0,0,0
4692,1,0,0,0
4693,1,0,0,0
4694,1,0,0,0
4695,1,0,0,0
4696,1,0,0,0
4697,1,0,0,0
4698,0,0,0,0
4699,1,0,0,0
4700,0,0,0,0
4701,0,0,0,0
4702,1,0,0,0
4703,1,0,0,0
4704,0,0,0,0
4705,0,0,0,0
4706,0,0,0,0
4707,1,0,0,0
4708,0,0,0,0
4709,0,0,0,0
4710,0,0,0,0
4711,0,0,0,0
4712,0,0,0,0
4713,0,0,0,0
4714,0,0,0,0
4715,0,0,0,0
4716,0,0,0,0
4717,0,0,0,0
4718,0,0,0,0
4719,0,0,0,0
4720,0,0,0,0
4721,0,0,0,0
4722,0,0,0,0
4723,0,0,0,0
4724,0,0,0,0
4725,0,0,0,0
4726,0,0,0,0
4727,0,0,0,0
4728,0,0,0,0
4729,0,0,0,0
4730,0,0,0,0
4731,0,0,0,0
4732,0,0,0,0
4733,0,0,0,0
4734,0,0,0,0
4735,0,0,0,0
4736,0,0,0,0
4737,0,0,0,0
4738,0,0,0,0
4739,0,0,0,0
4740,0,0,0,0
4741,0,0,0,0
4742,0,0,0,0
4743,0,0,0,0
4744,0,0,0,0
4745,0,0,0,0
4746,0,0,0,0
4747,0,0,0,0
4748,0,0,0,0
4749,0,0,0,0
4750,0,0,0,0
4751,0,0,0,0
4752,0,0,0,0
4753,0,0,0,0
4754,0,0,0,0
4755,0,0,0,0
4756,0,0,0,0
4757,0,0,0,0
4758,0,0,0,0
4759,0,0,0,0
4760,0,0,0,0
4761,0,0,0,0
4762,0,0,0,0
4763,0,0,0,0
4764,0,0,0,0
4765,0,0,0,0
4766,0,0,0,0
